Time,Backend,GPU_ID,VRAM_MB,Power_W,GPU_Util
1781845295.21,ROCM_SMI,GPU_5,1474.1,143.0,100.0
1781845295.21,ROCM_SMI,GPU_6,1474.1,139.0,100.0
1781845295.21,ROCM_SMI,GPU_7,1474.1,139.0,100.0
1781845297.40,ROCM_SMI,GPU_0,1474.1,149.0,89.0
1781845297.40,ROCM_SMI,GPU_1,1474.1,139.0,100.0
1781845297.40,ROCM_SMI,GPU_2,1474.1,146.0,100.0
1781845297.40,ROCM_SMI,GPU_3,1474.1,144.0,100.0
1781845297.40,ROCM_SMI,GPU_4,1474.1,141.0,100.0
1781845297.40,ROCM_SMI,GPU_5,1474.1,142.0,100.0
1781845297.40,ROCM_SMI,GPU_6,1474.1,139.0,100.0
1781845297.40,ROCM_SMI,GPU_7,1474.1,139.0,100.0
1781845299.60,ROCM_SMI,GPU_0,1474.1,145.0,100.0
1781845299.60,ROCM_SMI,GPU_1,1474.1,139.0,83.0
1781845299.60,ROCM_SMI,GPU_2,1474.1,144.0,100.0
1781845299.60,ROCM_SMI,GPU_3,1474.1,148.0,100.0
1781845299.60,ROCM_SMI,GPU_4,1474.1,142.0,100.0
1781845299.60,ROCM_SMI,GPU_5,1474.1,139.0,100.0
1781845299.60,ROCM_SMI,GPU_6,1474.1,143.0,100.0
1781845299.60,ROCM_SMI,GPU_7,1474.1,139.0,100.0
1781845301.79,ROCM_SMI,GPU_0,1474.1,148.0,100.0
1781845301.79,ROCM_SMI,GPU_1,1474.1,139.0,88.0
1781845301.79,ROCM_SMI,GPU_2,1474.1,141.0,100.0
1781845301.79,ROCM_SMI,GPU_3,1474.1,146.0,100.0
1781845301.79,ROCM_SMI,GPU_4,1474.1,144.0,100.0
1781845301.79,ROCM_SMI,GPU_5,1474.1,139.0,100.0
1781845301.79,ROCM_SMI,GPU_6,1474.1,142.0,100.0
1781845301.79,ROCM_SMI,GPU_7,1474.1,137.0,100.0
1781845303.98,ROCM_SMI,GPU_0,1474.1,153.0,100.0
1781845303.98,ROCM_SMI,GPU_1,1474.1,139.0,100.0
1781845303.98,ROCM_SMI,GPU_2,1474.1,144.0,100.0
1781845303.98,ROCM_SMI,GPU_3,1474.1,142.0,88.0
1781845303.98,ROCM_SMI,GPU_4,1474.1,139.0,100.0
1781845303.98,ROCM_SMI,GPU_5,1474.1,143.0,100.0
1781845303.98,ROCM_SMI,GPU_6,1474.1,138.0,100.0
1781845303.98,ROCM_SMI,GPU_7,1474.1,142.0,100.0
1781845306.18,ROCM_SMI,GPU_0,1474.1,150.0,100.0
1781845306.18,ROCM_SMI,GPU_1,1474.1,140.0,100.0
1781845306.18,ROCM_SMI,GPU_2,1474.1,146.0,89.0
1781845306.18,ROCM_SMI,GPU_3,1474.1,144.0,100.0
1781845306.18,ROCM_SMI,GPU_4,1474.1,140.0,100.0
1781845306.18,ROCM_SMI,GPU_5,1474.1,142.0,100.0
1781845306.18,ROCM_SMI,GPU_6,1474.1,139.0,100.0
1781845306.18,ROCM_SMI,GPU_7,1474.1,140.0,100.0
1781845308.37,ROCM_SMI,GPU_0,1474.1,149.0,100.0
1781845308.37,ROCM_SMI,GPU_1,1474.1,139.0,100.0
1781845308.37,ROCM_SMI,GPU_2,1474.1,146.0,100.0
1781845308.37,ROCM_SMI,GPU_3,1474.1,145.0,82.0
1781845308.37,ROCM_SMI,GPU_4,1474.1,139.0,100.0
1781845308.37,ROCM_SMI,GPU_5,1474.1,143.0,100.0
1781845308.37,ROCM_SMI,GPU_6,1474.1,140.0,100.0
